ip=  0 ,FFP(MV)= 79.70 ,Rc(GV)=  6.12 depth(g/cm2)=  1.9781E+02 g=    0.15
 Total flux (/cm2/s)=   0.99936984687715869     
    E(MeV/n)        u        v        w
  5.7329E+00 -0.16111 -0.75953 -0.63021
  1.3658E+02  0.65379  0.72777  0.20714
  2.2194E+01  0.96503 -0.10119  0.24182
  6.6788E+02 -0.73011  0.47342  0.49276
  4.0699E+00  0.85663 -0.04909  0.51358
  1.7117E+01  0.76263  0.30778 -0.56892
  8.3339E+01 -0.43695 -0.37837  0.81603
  4.4601E+02 -0.75321  0.26632  0.60145
  9.4561E+01 -0.01044  0.87504  0.48394
  1.4161E+02  0.04544  0.07740  0.99596
  2.1378E+01 -0.04331 -0.32016  0.94637
  1.0393E+02 -0.83384 -0.00081 -0.55201
  6.1959E+00 -0.04444  0.70356  0.70925
  2.7959E+02 -0.55199 -0.46857  0.68974
  7.8177E+00 -0.39234  0.74027  0.54596
  8.1997E+01  0.52048  0.39589  0.75656
  1.7678E+00  0.65828 -0.23007 -0.71675
  1.0637E+00 -0.72667  0.01924  0.68671
  2.7749E+00  0.03526  0.74252  0.66889
  1.1393E+01 -0.19154 -0.31945  0.92805
  1.5509E+00  0.68717  0.41505  0.59627
  1.2531E+01 -0.34104  0.87905  0.33310
  7.2363E+01  0.16581 -0.91144  0.37655
  2.1325E+02  0.08693 -0.74447  0.66197
  4.3442E+00  0.72760  0.28120  0.62572
  1.3634E+00 -0.61595  0.21414 -0.75812
  5.0022E+01 -0.66128  0.30415 -0.68571
  1.7522E+01 -0.51254 -0.65482 -0.55544
  4.4661E+01 -0.77557  0.40463  0.48453
  2.1351E+01  0.73300  0.02233 -0.67986
  7.0826E+00 -0.81471  0.17492 -0.55285
  9.1214E+02 -0.97247 -0.03855  0.22983
  4.2520E+02 -0.96847  0.14988  0.19900
  2.1872E+01 -0.36883 -0.92880 -0.03613
  3.3653E+02 -0.38929 -0.29867  0.87135
  1.2344E+02 -0.71016  0.69315  0.12336
  2.0747E+00 -0.35476  0.56925 -0.74168
  2.0144E+00  0.43022  0.31307 -0.84670
  4.4547E+00 -0.89369 -0.44851  0.01218
  1.3127E+02 -0.83430  0.49575 -0.24120
  1.1693E+00  0.48044 -0.05547 -0.87527
  1.5594E+01 -0.53578 -0.77832  0.32734
  1.5912E+02 -0.60290  0.77783 -0.17746
  1.5750E+02 -0.59139 -0.20223  0.78061
  1.2034E+00  0.07526  0.45250 -0.88859
  1.4147E+02  0.63229 -0.47945  0.60855
  6.5949E+00  0.88744 -0.45493 -0.07409
  2.6947E+00 -0.52666  0.29667  0.79663
  1.4946E+00 -0.83462 -0.23227 -0.49945
  1.1981E+01  0.18933  0.97875 -0.07875
  9.1959E+00 -0.30287 -0.34317 -0.88910
  3.8142E+01  0.27808  0.37787 -0.88311
  2.9180E+00  0.03917 -0.16030  0.98629
  4.1799E+02 -0.70970  0.60069  0.36811
  8.1326E+00 -0.85479  0.44807 -0.26185
  5.8590E+00 -0.15636  0.89422  0.41944
  1.6934E+00  0.87891  0.18675  0.43892
  1.4711E+00  0.18518 -0.97453  0.12647
  5.4786E+02  0.67233 -0.71572 -0.18897
  1.6985E+00 -0.32466 -0.86343 -0.38611
  6.3418E+02 -0.52016 -0.00810  0.85403
  2.6959E+02 -0.36674 -0.10283  0.92462
  4.0897E+01 -0.74356  0.58181 -0.32956
  1.3416E+01  0.63923 -0.26699 -0.72118
  1.7499E+00 -0.77507 -0.38706  0.49945
  3.8401E+00  0.13516 -0.71074  0.69035
  2.2723E+02  0.76428  0.42963  0.48093
  9.5957E+00  0.08868 -0.67968  0.72813
  1.2369E+00 -0.45088 -0.42199 -0.78653
  1.2214E+02 -0.01203 -0.71653  0.69746
  1.6043E+00 -0.57956  0.73099  0.36023
  1.0203E+00  0.10682  0.57727 -0.80953
  1.5246E+00 -0.69807 -0.69717 -0.16325
  3.2094E+00  0.08176 -0.80788  0.58364
  4.9203E+01 -0.15219  0.93805  0.31130
  1.6047E+01 -0.14264  0.98354 -0.11094
  6.6995E+01  0.22143 -0.79568 -0.56379
  2.6633E+00  0.36778 -0.34280  0.86442
  1.9296E+00  0.26798 -0.59668  0.75641
  1.8585E+02 -0.12754 -0.83832  0.53005
  1.6510E+00  0.92315  0.34760 -0.16424
  5.0017E+00  0.00159 -0.99636  0.08526
  7.5789E+02 -0.15814 -0.76625  0.62278
  4.7549E+01 -0.88500 -0.38166 -0.26667
  1.4436E+02  0.35232  0.82424  0.44328
  3.3864E+00 -0.83883  0.54380  0.02532
  1.3115E+00 -0.76182 -0.16751 -0.62575
  1.0538E+02  0.90291 -0.37245  0.21456
  2.9031E+00 -0.99827 -0.00834 -0.05822
  1.8420E+02  0.93762 -0.27828  0.20842
  5.7803E+01  0.35034  0.89416  0.27882
  7.7190E+02  0.82993 -0.24555  0.50092
  1.4766E+00  0.23423  0.29193  0.92731
  1.7819E+01 -0.78681  0.07778  0.61228
  5.0876E+00 -0.27879 -0.94734  0.15755
  8.9143E+00 -0.28846 -0.23028 -0.92939
  7.3172E+00 -0.59811 -0.60394 -0.52680
  2.0587E+02  0.26323  0.96409  0.03531
  1.5655E+02  0.30696 -0.13746  0.94174
  4.5915E+01  0.67138 -0.10302  0.73391
  1.8360E+02 -0.40345 -0.58469  0.70382
  6.9556E+01 -0.50022  0.67968  0.53649
  4.4559E+02 -0.50333 -0.82728  0.24954
  5.3484E+01 -0.99025 -0.07278 -0.11882
  3.1837E+02  0.86410 -0.23194  0.44669
  6.0116E+00  0.47148  0.48836  0.73431
  3.5478E+01  0.29048  0.58274 -0.75897
  7.4451E+02 -0.10906  0.50089  0.85861
  4.8862E+02  0.60234  0.34849  0.71815
  9.4783E+01  0.70274 -0.56466  0.43280
  3.1892E+01 -0.45518 -0.53685  0.71035
  1.7119E+02  0.03507 -0.11310  0.99296
  4.2850E+02  0.97991 -0.01576 -0.19880
  4.9059E+00  0.35279 -0.02717  0.93531
  2.0912E+02  0.02558  0.06951  0.99725
  2.1687E+00 -0.19926  0.79147 -0.57782
  3.3438E+00 -0.60022 -0.17608 -0.78021
  8.1165E+01  0.34500 -0.93761  0.04316
  1.7332E+01 -0.76638 -0.57399  0.28845
  6.1350E+01 -0.83475 -0.47205  0.28346
  2.7118E+02  0.13064  0.48349  0.86555
  1.3927E+00  0.22619  0.80742  0.54490
  1.1460E+02 -0.06167  0.97828 -0.19792
  2.1178E+01  0.70458 -0.10075  0.70244
  1.8808E+02 -0.71637  0.12101  0.68715
  1.1497E+00 -0.89512 -0.27713  0.34923
  3.7151E+00 -0.39285  0.46266 -0.79474
  2.9248E+00  0.63360  0.36908  0.67995
  2.9447E+01  0.44752  0.88711  0.11299
  3.9798E+00  0.93343 -0.30699 -0.18566
  3.4065E+02 -0.23086 -0.74614  0.62448
  2.8724E+00 -0.60691 -0.07403  0.79132
  1.3661E+02  0.68383  0.70555  0.18592
  1.9058E+00 -0.78878 -0.07328 -0.61029
  7.2868E+00 -0.73069 -0.64768  0.21589
  9.3856E+01  0.76899  0.46605  0.43755
  8.8020E+01 -0.13300 -0.86541  0.48309
  1.4877E+02  0.93669  0.18249  0.29885
  6.9592E+00 -0.63993 -0.50574  0.57854
  7.7842E+00 -0.56822  0.39638 -0.72112
  3.7323E+00  0.52973  0.58454 -0.61458
  1.9883E+00  0.95675  0.13217 -0.25917
  1.5007E+02 -0.04795 -0.83346  0.55050
  2.3718E+01  0.25186  0.40203  0.88031
  9.3643E+01  0.97110 -0.23828  0.01382
  1.7690E+02 -0.92494  0.22488  0.30646
  4.4821E+02 -0.40477 -0.75374  0.51773
  3.4753E+01  0.62642  0.73351  0.26374
  6.8158E+01 -0.99130 -0.10807  0.07515
  5.8428E+00 -0.99987  0.01591 -0.00092
  6.6104E+00  0.84680  0.41367  0.33437
  9.3037E+01  0.53931  0.72973 -0.42029
  8.2553E+01  0.55762  0.77851 -0.28806
  4.4202E+02  0.49526  0.45180  0.74202
  5.5263E+01 -0.25007 -0.37878 -0.89106
  3.1701E+01  0.96523 -0.10384  0.23990
  6.0670E+01  0.39231  0.68305  0.61606
  1.2442E+02 -0.39305  0.37302  0.84046
  9.4575E+01  0.28057  0.28625 -0.91615
  2.0480E+01  0.46643  0.74057  0.48373
  3.4056E+00  0.03068 -0.28713 -0.95740
  3.1972E+01 -0.98984 -0.05760  0.13001
  2.4435E+00 -0.53744 -0.75163  0.38239
  1.4375E+01 -0.19497 -0.86286  0.46632
  1.3939E+00 -0.66924  0.17239 -0.72277
  3.0129E+00 -0.94663  0.10343 -0.30529
  3.8173E+01  0.33795  0.84944  0.40526
  3.2903E+00  0.72662 -0.27568 -0.62930
  1.1025E+00  0.85000  0.47415 -0.22952
  4.4879E+02 -0.09557  0.31321  0.94486
  1.9334E+01 -0.54039 -0.53897  0.64613
  1.3846E+00 -0.31733  0.26436 -0.91072
  5.9334E+02  0.30608  0.14130  0.94146
  2.5218E+00 -0.53207 -0.09901 -0.84089
  8.3357E+02  0.05312  0.56822  0.82116
  1.6426E+00 -0.21423 -0.11737 -0.96971
  1.5921E+00 -0.74768 -0.65276  0.12202
  2.6573E+00 -0.96161 -0.15581 -0.22590
  1.6069E+02  0.95512  0.24956  0.15958
  4.4465E+00 -0.71597  0.08910  0.69242
  2.2583E+00  0.58320  0.00098  0.81233
  3.9630E+02  0.11951 -0.56567  0.81592
  1.7730E+00  0.29837  0.83005 -0.47116
  8.6017E+01  0.11745 -0.45850  0.88090
  2.0025E+00  0.70591 -0.64140  0.30051
  1.3980E+00  0.44226  0.88174  0.16414
  3.5673E+00 -0.32449  0.57087  0.75419
  1.0957E+01  0.01630 -0.29322  0.95591
  8.9636E+02  0.46261  0.59532  0.65696
  7.9347E+01 -0.03117 -0.92224  0.38535
  1.4796E+02  0.70531  0.70820  0.03143
  1.2822E+02 -0.81451 -0.06139  0.57689
  1.0222E+00 -0.76413  0.60437 -0.22547
  3.0217E+00 -0.28932 -0.69238  0.66099
  2.7408E+00 -0.97647 -0.02485  0.21421
  4.7946E+00  0.41302 -0.20655 -0.88699
  3.6501E+02  0.14185  0.29890  0.94368
  5.8226E+02  0.64842 -0.56254  0.51292
  7.5764E+00 -0.98241  0.12658 -0.13731
  1.8653E+00  0.53815  0.57788 -0.61356
  1.1679E+01 -0.85075  0.47421 -0.22661
  5.3060E+01  0.95781 -0.07558 -0.27727
  1.7138E+01 -0.40804  0.66001 -0.63079
  2.2084E+02 -0.80260 -0.23572 -0.54796
  9.9628E+00  0.38479  0.53596  0.75145
  6.2860E+01 -0.10195 -0.95489  0.27890
  5.3410E+01 -0.52440  0.84830 -0.07340
  1.3895E+02  0.39277  0.33184  0.85768
  1.8194E+02  0.57957  0.71448 -0.39193
  3.1290E+02  0.46228  0.18880  0.86640
  1.9765E+02  0.00140  0.74913  0.66243
  2.1446E+01 -0.27393  0.35777 -0.89273
  3.1686E+01 -0.75876 -0.35079  0.54884
  5.7476E+00 -0.69284 -0.65728  0.29657
  1.0246E+01 -0.59930 -0.74125  0.30230
  1.0467E+00  0.99305 -0.09482  0.06971
  1.4872E+00  0.46346  0.86856  0.17554
  2.8830E+00  0.29453  0.60435 -0.74028
  4.4015E+00  0.83594 -0.49219  0.24282
  5.9521E+01  0.49649 -0.82949  0.25581
  6.2511E+01  0.67414 -0.73066  0.10806
  2.3027E+02 -0.93292 -0.27852 -0.22823
  3.0257E+01 -0.83543 -0.27997 -0.47294
  6.3636E+00  0.96435 -0.14144 -0.22366
  9.3844E+01 -0.75471  0.17669  0.63182
  2.9796E+02 -0.42188  0.22775  0.87758
  1.0602E+02  0.61681 -0.66777  0.41669
  2.8437E+01 -0.94500 -0.07356  0.31869
  5.3930E+00  0.71605  0.69058  0.10184
  4.1418E+01 -0.63846  0.50433  0.58140
  3.7401E+01  0.75444 -0.25339 -0.60548
  5.8886E+02  0.26014 -0.52063  0.81319
  2.1581E+00 -0.55516 -0.60950 -0.56596
  3.6869E+00  0.20462  0.57361  0.79316
  1.8140E+00 -0.81479  0.31308 -0.48795
  1.1573E+01  0.11396 -0.34751  0.93072
  1.5438E+01  0.16338 -0.75342 -0.63692
  8.6775E+00 -0.96830 -0.05946  0.24259
  7.9197E+01 -0.09010  0.62277  0.77720
  4.6941E+01 -0.43084 -0.52160  0.73642
  1.0689E+01  0.00428  0.98836 -0.15206
  5.6302E+01  0.09623 -0.99466 -0.03725
  1.6654E+02 -0.69618 -0.71739  0.02612
  2.0021E+00  0.81654 -0.48142  0.31860
  4.3837E+01 -0.97695  0.09470  0.19134
  8.0454E+01  0.25268  0.68320  0.68512
  1.7499E+02  0.36465  0.54219  0.75700
  3.7487E+02 -0.30875 -0.14500  0.94002
  2.2379E+02 -0.65482 -0.75321  0.06231
  3.7678E+01 -0.94967 -0.02205 -0.31247
  1.0057E+02  0.04871 -0.63042  0.77473
  6.3040E+01  0.79491  0.60672  0.00325
  3.1084E+02  0.56913  0.26696  0.77770
  7.4486E+02 -0.86310 -0.25312  0.43702
  3.0887E+00  0.55519 -0.16745 -0.81469
  3.1868E+00 -0.20030  0.18515  0.96208
  4.3139E+00 -0.37628 -0.86612 -0.32903
  3.2710E+02 -0.77984  0.23163  0.58154
  2.4630E+00  0.26670  0.89407  0.35987
  8.7438E+01 -0.85024 -0.42540  0.31004
  2.8602E+00 -0.16049  0.98409 -0.07621
  4.3116E+00 -0.18475  0.98043  0.06802
  1.4562E+01  0.46550  0.75643  0.45949
  4.1361E+01  0.09132 -0.91925 -0.38293
  3.9170E+00  0.02825 -0.61534  0.78776
  3.5039E+00 -0.68509  0.17062 -0.70820
  1.4668E+00 -0.48461  0.67324  0.55849
  1.3199E+00  0.31155 -0.72460  0.61473
  1.0695E+00  0.52705  0.84915 -0.03403
  1.2222E+00  0.81716  0.13977  0.55920
  2.0907E+00 -0.91556  0.17137 -0.36384
  6.4154E+02  0.01351  0.42719  0.90406
  1.4281E+01  0.60241  0.54251  0.58548
  2.4021E+02 -0.78443 -0.01113  0.62012
  2.1037E+02  0.50920 -0.09046  0.85588
  5.5444E+01 -0.96071  0.11901  0.25076
  1.2018E+00  0.32945 -0.33446 -0.88295
  2.2575E+02 -0.92784 -0.36537 -0.07496
  5.9595E+01  0.66143  0.74657 -0.07177
  2.4912E+00 -0.15492  0.81512  0.55819
  7.6497E+00 -0.16110 -0.01507  0.98682
  2.3966E+00  0.23073  0.95030  0.20902
  2.1864E+00 -0.96552  0.13684 -0.22148
  2.0661E+00 -0.19756 -0.90705  0.37180
  1.1906E+01  0.88602 -0.37398 -0.27407
  3.2512E+00 -0.82846 -0.15477  0.53823
  2.9922E+02 -0.38200  0.46457  0.79891
  2.9267E+00  0.27375  0.67433  0.68581
  2.7880E+00 -0.53477  0.84437  0.03263
  8.1761E+01  0.33534 -0.92610  0.17289
  3.0198E+02 -0.35707  0.11135  0.92742
  9.1131E+01  0.58790  0.79180  0.16563
  1.3401E+02  0.57189 -0.79081  0.21811
  3.9154E+00  0.62132  0.40722  0.66942
  5.5490E+00  0.14778 -0.31800 -0.93650
  3.9458E+02  0.53596  0.11383  0.83653
  1.6656E+00 -0.30563  0.64475  0.70063
  1.2450E+02  0.84803  0.14759  0.50899
  4.0221E+01 -0.17778 -0.95228  0.24812
  1.3752E+00  0.05026  0.87435 -0.48268
  2.2051E+00  0.63970 -0.76808 -0.02905
  3.6066E+02  0.01795 -0.20565  0.97846
  4.6186E+00  0.14043 -0.98638  0.08567
  1.8791E+00  0.85510  0.05517 -0.51552
  3.6789E+01 -0.74721  0.21642  0.62836
  4.6760E+02 -0.47251 -0.66943  0.57323
  7.3328E+00 -0.70988  0.55247  0.43686
  1.3066E+00  0.33551  0.56801 -0.75153
  2.4687E+00 -0.96625 -0.20655 -0.15397
  4.0917E+00 -0.09814  0.09046  0.99105
  7.2556E+01  0.06021 -0.94078  0.33364
  1.2279E+00  0.90658 -0.33476  0.25700
  5.2580E+01  0.64882  0.33043  0.68545
  2.0981E+00 -0.64321 -0.61453  0.45677
  6.3060E+02  0.49872 -0.26919  0.82390
  1.1570E+02  0.31012  0.43076  0.84751
  1.4659E+01  0.30121  0.63196  0.71407
  6.9795E+00  0.49999  0.77158  0.39330
  1.5616E+00 -0.62041  0.46001 -0.63520
  1.7415E+02  0.59135  0.72146  0.36027
  2.6368E+00 -0.00913 -0.41604 -0.90930
  2.0805E+00 -0.40327  0.71318 -0.57337
  1.1817E+01  0.94200 -0.22229  0.25146
  7.3614E+01  0.31379 -0.53256  0.78608
  1.5003E+00 -0.47380 -0.00965  0.88058
  3.6393E+00 -0.93929  0.18906 -0.28634
  1.1687E+00  0.29645  0.71580  0.63226
  3.4449E+00  0.09591  0.72157 -0.68567
  3.9256E+00 -0.10564  0.69850 -0.70777
  1.7428E+00  0.57360  0.69512  0.43335
  4.7760E+00  0.26275  0.62848  0.73211
  2.0561E+02  0.02700  0.70301 -0.71067
  3.7545E+00 -0.48430 -0.87328 -0.05328
  4.7980E+00 -0.30878 -0.41922 -0.85376
  3.2034E+01  0.90703 -0.30890  0.28614
  3.9293E+01 -0.50053 -0.78091  0.37370
  9.9375E+00  0.59206 -0.63575  0.49527
  3.0968E+01  0.36656 -0.92303  0.11686
  1.6127E+00  0.56628 -0.00439 -0.82420
  2.5270E+01  0.54893 -0.05967  0.83373
  8.7238E+02 -0.61099 -0.64817  0.45450
  2.3984E+01  0.12945  0.37444  0.91817
  4.5554E+00  0.67366 -0.70193  0.23127
  6.3538E+01  0.76971  0.54797  0.32753
  8.6693E+00  0.20131 -0.07029  0.97700
  1.6014E+02 -0.25417 -0.51780  0.81687
  1.2970E+00 -0.21893  0.96123 -0.16764
  2.4447E+00 -0.92860  0.31850  0.19044
  2.9475E+00 -0.76892 -0.52924  0.35870
  1.7375E+00  0.48329  0.40953  0.77376
  6.2315E+00 -0.82304 -0.54390  0.16362
  1.4843E+01 -0.99711 -0.07392 -0.01737
  1.4068E+02  0.85073  0.15010  0.50371
  3.7402E+01  0.99229  0.01067  0.12347
  1.3152E+02 -0.67138  0.71302  0.20212
  1.2261E+01  0.95246 -0.18670 -0.24076
  5.6760E+00  0.48647 -0.36500  0.79380
  1.3920E+01  0.05800 -0.89654 -0.43914
  5.2029E+01  0.29852 -0.42063  0.85671
  3.8670E+01  0.81173 -0.51368 -0.27790
  4.8110E+00 -0.78910  0.01510 -0.61408
  6.7303E+01  0.10101  0.85973  0.50067
  1.2433E+01  0.97556 -0.11913  0.18465
  3.6460E+02  0.93792 -0.04683  0.34367
  2.1027E+00 -0.30544 -0.32407 -0.89537
  8.4585E+01 -0.76436  0.62945  0.13981
  3.0263E+00  0.68918  0.29109 -0.66355
  4.1991E+00 -0.60488 -0.36540 -0.70753
  1.8893E+00  0.52301  0.48956  0.69771
  2.0046E+00  0.35010  0.76086  0.54637
  1.3400E+02 -0.85030  0.36494 -0.37923
  1.2002E+00  0.47516  0.79668 -0.37354
  1.3272E+00  0.89987 -0.02997 -0.43513
  3.8004E+02  0.61704  0.56576  0.54697
  2.9636E+00 -0.93651  0.33378 -0.10741
  1.8131E+02 -0.62586 -0.21429  0.74992
  2.5377E+01 -0.15297 -0.33217  0.93073
  4.2635E+02  0.21901 -0.83608  0.50300
  6.7104E+00  0.07215  0.99723  0.01803
  2.3169E+00 -0.28808  0.43633 -0.85242
  6.1470E+01 -0.98477  0.00245  0.17385
  5.5684E+00 -0.57276 -0.53041  0.62499
  3.2183E+00  0.70442  0.31891 -0.63411
  2.1716E+02 -0.56076  0.82067 -0.10981
  1.1270E+02  0.10126  0.33717  0.93598
  6.1355E+00 -0.05802  0.73449  0.67613
  1.3277E+01 -0.51431  0.75595 -0.40499
  1.3362E+00 -0.31957  0.76576 -0.55812
  2.5603E+02 -0.12486 -0.54690  0.82783
  6.8562E+01 -0.37402  0.84406  0.38429
  3.1790E+01 -0.29186  0.48666  0.82339
  1.0791E+01 -0.52178 -0.04510 -0.85189
  1.2681E+00  0.24194  0.73687 -0.63126
  1.2113E+02  0.37843 -0.81311  0.44232
  1.7092E+00 -0.15306 -0.55749 -0.81595
  1.0467E+00  0.99284 -0.11108  0.04405
  1.0326E+00  0.56495  0.75881  0.32410
  3.2187E+00 -0.74033 -0.09306  0.66577
  1.0669E+01  0.90861 -0.36867  0.19622
  1.1452E+02  0.41605  0.71212  0.56550
  5.1307E+01 -0.08856 -0.58323  0.80746
  1.5503E+01  0.37524  0.04500 -0.92583
  5.2511E+01  0.40191 -0.83748  0.37027
  1.0321E+01  0.49555 -0.83488 -0.23958
  8.2656E+00  0.99181  0.12711 -0.01275
  2.4273E+01  0.65301 -0.01457  0.75721
  3.3434E+01  0.43801 -0.86400  0.24830
  7.1932E+01  0.61160 -0.07349  0.78775
  4.2209E+01 -0.79649 -0.29090 -0.53008
  4.7619E+01  0.06242 -0.24887  0.96652
  3.4841E+00 -0.52129 -0.15109  0.83990
  7.2930E+01  0.59104  0.74856  0.30056
  1.9916E+00  0.31887  0.75880 -0.56792
  1.7367E+01 -0.55164 -0.62499  0.55235
  5.3471E+00  0.20454  0.87422 -0.44035
  1.6663E+01  0.48982  0.01066  0.87176
  5.4064E+01 -0.51149  0.62742  0.58713
  2.2289E+00  0.74769  0.14185  0.64872
  4.4141E+00  0.74435  0.61970 -0.24883
  2.9241E+02  0.44228 -0.42235  0.79121
  2.8284E+00 -0.04357 -0.83515 -0.54830
  2.6208E+00 -0.65408 -0.65873 -0.37182
  6.7392E+00  0.71262 -0.08338  0.69658
  1.7349E+02 -0.37005 -0.01529  0.92889
  1.1023E+02  0.35490 -0.93213 -0.07196
  1.6683E+00  0.69751  0.68684 -0.20427
  1.5592E+00  0.82517  0.11598  0.55284
  2.9944E+01  0.24909 -0.14561  0.95747
  1.5742E+00  0.68707  0.64481  0.33488
  8.8336E+01 -0.08741 -0.90641  0.41327
  6.9227E+01  0.70989 -0.48839 -0.50747
  5.2599E+01 -0.90706  0.35390  0.22804
  1.3707E+02 -0.74247 -0.48407  0.46304
  1.7083E+02  0.83794  0.53082  0.12679
  1.2112E+01  0.50484 -0.57444  0.64432
  4.3006E+01  0.32253  0.01074  0.94650
  4.1226E+00  0.86542 -0.48318 -0.13261
  4.3167E+01  0.51964 -0.16828 -0.83765
  2.3423E+02  0.37548  0.17292  0.91056
  3.3465E+00 -0.90664 -0.13195 -0.40073
  6.6923E+01  0.16236 -0.80167  0.57530
  2.1481E+00  0.00509 -0.86281  0.50551
  3.1587E+02  0.54058 -0.73472  0.40983
  4.3713E+00  0.46145 -0.04188  0.88618
  1.7154E+02 -0.09145 -0.28689  0.95359
  9.0227E+01  0.31939  0.56962  0.75732
  6.9873E+01  0.89523  0.33375  0.29525
  2.0112E+01  0.34717 -0.93277  0.09706
  2.0597E+02 -0.76483 -0.30848  0.56557
  6.6624E+01  0.59137 -0.79536  0.13297
  6.1258E+00  0.95039 -0.27654  0.14245
  1.3988E+00  0.15541 -0.52358  0.83768
  1.9364E+01  0.58046  0.12366  0.80484
  2.9309E+02 -0.67333  0.26265 -0.69112
  1.5490E+00 -0.26506  0.92517  0.27167
  8.8216E+02  0.14444 -0.47636  0.86730
  1.1281E+00  0.82945  0.46521 -0.30919
  1.2648E+02 -0.49287  0.70192  0.51418
  3.9154E+02 -0.89842  0.40629  0.16664
  1.7064E+01  0.77655  0.61057  0.15547
  2.4761E+00  0.60488 -0.54702 -0.57870
  2.4749E+02 -0.29358  0.46159  0.83711
  3.1105E+01 -0.05387  0.99020  0.12883
  1.3214E+02 -0.19602 -0.34758  0.91693
  5.6342E+00 -0.19404  0.13690  0.97139
  1.1100E+02 -0.26024 -0.16776  0.95086
  3.2945E+01  0.97571 -0.11680 -0.18533
  8.4360E+01 -0.90615 -0.18855  0.37860
  1.9623E+00  0.32257  0.57679  0.75051
  2.3367E+00 -0.06481  0.18022 -0.98149
  7.2380E+02 -0.34967 -0.20619  0.91390
  1.2943E+02 -0.68760 -0.27905  0.67032
  6.8714E+00  0.47606 -0.43061  0.76677
  3.8176E+00  0.35686 -0.92835 -0.10398
  9.3111E+01  0.98011 -0.06792 -0.18646
  3.2668E+00  0.19079 -0.35570 -0.91492
  1.3432E+01 -0.26978  0.16878  0.94802
  5.1119E+02  0.90080 -0.19439  0.38829
  8.5183E+01 -0.32385  0.52420  0.78761
  1.3392E+01 -0.43039  0.65095 -0.62532
  2.6265E+01  0.53744 -0.79322  0.28629
  4.0647E+02  0.06090 -0.76265  0.64393
  3.1646E+01  0.53007 -0.48906 -0.69272
  6.9591E+01 -0.72440  0.58573  0.36355
  4.2397E+00 -0.06473 -0.33314  0.94065
  2.2005E+02 -0.29353  0.44367  0.84676
  9.9962E+01  0.99683 -0.04935  0.06243
  2.0833E+00  0.69651 -0.68050  0.22757
  1.3803E+02  0.17698  0.82751  0.53282
  4.2611E+01 -0.95091  0.23667 -0.19937
  1.5014E+00 -0.84122 -0.50262  0.19932
  1.8023E+00  0.14605 -0.62466  0.76712
  2.4755E+02  0.32581 -0.85748  0.39821
  1.4962E+00 -0.38227  0.73883 -0.55497
  2.3887E+00 -0.25453  0.79286 -0.55371
  2.3959E+02 -0.76788  0.02191  0.64022
  1.9177E+00  0.77355  0.59336 -0.22258
  2.7074E+01  0.44125 -0.87568 -0.19618
  1.6413E+01  0.79854 -0.54743  0.25030
  1.9375E+02  0.03006  0.57001  0.82109
  1.3338E+02  0.14054 -0.98948  0.03441
  1.6025E+02  0.64573  0.25447  0.71992
  3.8778E+00  0.91052  0.11815 -0.39622
  4.1364E+01  0.61047  0.73483  0.29554
  9.0420E+00  0.21339 -0.51691  0.82902
  5.1888E+02  0.70374  0.61586  0.35421
  6.1717E+01 -0.53095  0.83449  0.14739
  8.2085E+00  0.88228  0.43229 -0.18630
  3.5506E+00  0.03933  0.40116 -0.91516
  6.2915E+01  0.37688 -0.38695  0.84157
  8.1825E+01  0.37512  0.08409  0.92316
  1.3226E+01 -0.02310 -0.30879  0.95085
  1.9879E+02 -0.10089  0.84919  0.51836
  2.6819E+01 -0.65061 -0.70396 -0.28486
  3.2396E+00 -0.35159  0.83741  0.41849
  1.6853E+00  0.44376 -0.86789  0.22325
  1.7525E+01  0.77617  0.02367  0.63008
  1.0940E+00 -0.34956 -0.09671  0.93191
  7.0154E+00  0.70123  0.41403 -0.58039
  1.1293E+01 -0.65533 -0.72884 -0.19831
  4.2251E+01  0.99333 -0.06875  0.09260
  4.5356E+00 -0.92762  0.05685 -0.36916
  3.6254E+00  0.64050  0.65482 -0.40121
  1.5651E+00  0.02869 -0.21226 -0.97679
  1.7942E+00 -0.85706  0.16500 -0.48808
  2.6115E+02  0.11628  0.38445  0.91579
  1.9846E+01 -0.12210  0.25562  0.95904
  7.6094E+01 -0.63120  0.70031  0.33339
  1.9967E+02 -0.14468  0.98361  0.10763
  1.1193E+00 -0.18788 -0.08784 -0.97826
  4.8897E+00 -0.56350  0.79655  0.21905
  1.0590E+02  0.97893 -0.06666  0.19300
  1.9473E+00 -0.43955  0.81175  0.38454
  3.8762E+01 -0.96566  0.20351  0.16149
  2.1327E+02 -0.41502  0.61471  0.67074
  1.8992E+01 -0.00539 -0.77329 -0.63403
  5.7341E+01  0.23588 -0.65882  0.71436
  3.8927E+00  0.32395 -0.55960 -0.76283
  2.2937E+02  0.18647  0.17536  0.96668
  1.8903E+00 -0.02287 -0.93338 -0.35816
  7.0613E+02 -0.45196  0.22524  0.86313
  3.0280E+00  0.31994  0.90825 -0.26967
  1.8922E+00 -0.16333 -0.64815 -0.74379
  3.0712E+00 -0.16439  0.92864  0.33256
  1.5015E+01  0.61899 -0.34060  0.70770
  2.5351E+02 -0.54909 -0.80394  0.22843
  1.4226E+00  0.12046  0.70511 -0.69880
  8.4969E+01 -0.92402  0.05949  0.37768
  2.6173E+00  0.01731 -0.64405 -0.76478
