ip=  0 ,FFP(MV)= 79.70 ,Rc(GV)=  6.12 depth(g/cm2)=  1.9781E+02 g=    0.15
 Total flux (/cm2/s)=   0.99936984687715869     
    E(MeV/n)        u        v        w
  1.1365E+02 -0.40534  0.91387  0.02316
  3.4438E+02  0.45664  0.79645  0.39641
  5.6817E+01 -0.06139  0.34108  0.93803
  7.8648E+00  0.73838  0.22051  0.63731
  3.7754E+00  0.65769  0.74192  0.13039
  4.2566E+00  0.66212  0.39148 -0.63901
  3.6715E+00 -0.28905  0.54017 -0.79036
  9.0504E+00 -0.18403  0.20373 -0.96157
  4.2242E+00 -0.75132  0.34317  0.56369
  1.3595E+00 -0.96047  0.22813  0.15956
  9.1960E+00 -0.55290 -0.47181  0.68680
  6.3306E+01  0.25837  0.42489  0.86759
  1.3262E+02  0.38088  0.68566 -0.62032
  1.7461E+00 -0.48884  0.21599 -0.84521
  1.8333E+01 -0.95585 -0.22808 -0.18528
  8.9338E+01 -0.09064  0.63405  0.76796
  5.1779E+01  0.20087 -0.97332  0.11087
  4.2105E+00  0.17263  0.27099  0.94698
  8.3946E+01 -0.34308  0.02435  0.93899
  2.3638E+00 -0.21629  0.74129 -0.63537
  1.3326E+02 -0.70205  0.61223  0.36374
  1.3629E+01  0.50181 -0.61008 -0.61318
  2.2831E+00 -0.55551 -0.82037  0.13568
  1.9220E+01 -0.08538 -0.18765  0.97852
  2.0031E+00  0.18083 -0.26919 -0.94596
  9.3584E+01 -0.67958 -0.67950  0.27648
  2.3164E+02 -0.13993 -0.78915  0.59804
  2.8444E+01 -0.42633 -0.13921  0.89379
  7.6940E+00 -0.13283  0.05920 -0.98937
  1.7422E+02  0.94087  0.22982  0.24888
  2.5834E+02  0.39171 -0.86862  0.30342
  2.4098E+02 -0.93119  0.33720  0.13848
  1.5813E+02 -0.62348 -0.57914  0.52523
  9.8500E+00  0.24348  0.86148 -0.44562
  5.0230E+01 -0.00436 -0.56918  0.82220
  9.7044E+01  0.03824 -0.11040  0.99315
  1.0935E+01  0.28652 -0.78376 -0.55102
  1.1611E+01 -0.51118  0.31925  0.79798
  1.8373E+02 -0.22396  0.72465  0.65171
  1.7780E+00 -0.24063 -0.55842  0.79389
  6.9212E+02  0.73247 -0.22625  0.64211
  1.4243E+00  0.12837  0.53769 -0.83331
  2.8928E+01  0.56305 -0.77546  0.28572
  3.5117E+01 -0.75873 -0.51901 -0.39365
  1.3338E+02 -0.83262  0.27123  0.48288
  8.8919E+00 -0.94807  0.31792 -0.00981
  7.7888E+00 -0.06561  0.70936  0.70179
  1.9459E+00  0.58745 -0.55191  0.59185
  4.6587E+02  0.41985 -0.08866  0.90325
  3.8218E+01  0.22527  0.68303  0.69479
  7.0648E+00  0.69366  0.64323  0.32418
  8.1601E+00  0.52544  0.84620 -0.08869
  1.2332E+00 -0.73010  0.03084 -0.68265
  1.1071E+01  0.97175  0.14000  0.18999
  1.4495E+02  0.88641  0.32971  0.32492
  1.2992E+02 -0.55599  0.82957  0.05191
  7.8311E+01  0.03831 -0.08278  0.99583
  6.7579E+01  0.80593  0.11573 -0.58059
  1.0227E+00 -0.30911  0.77297  0.55405
  3.5843E+02 -0.37664  0.25729  0.88991
  2.5375E+00 -0.37463  0.26757 -0.88773
  2.6507E+00  0.88574  0.45874  0.07084
  3.3312E+00  0.32245  0.73687  0.59418
  1.8959E+02  0.60736 -0.49293  0.62301
  3.1753E+00  0.34250  0.00824  0.93948
  1.3455E+00 -0.15603 -0.98288  0.09797
  1.9199E+01  0.27513  0.95991 -0.05358
  5.1863E+02  0.22867  0.75833  0.61045
  3.5516E+01  0.90539  0.38799  0.17241
  2.3812E+02  0.03335  0.91420  0.40389
  7.3843E+01 -0.66183  0.40339  0.63187
  4.9225E+01 -0.18782  0.97361 -0.12963
  1.5368E+01 -0.70845  0.70503  0.03216
  2.5263E+01  0.54636 -0.83755  0.00186
  1.8877E+02 -0.33046 -0.93031  0.15912
  2.0728E+00  0.66907 -0.05400  0.74124
  1.7587E+01  0.86048 -0.09104  0.50129
  5.4106E+00  0.24506 -0.90799  0.33984
  1.6408E+00  0.96860 -0.05762  0.24186
  4.6725E+01  0.94109 -0.33805 -0.00861
  1.6968E+01 -0.06217  0.75048  0.65796
  1.1616E+00 -0.89635 -0.06393 -0.43872
  2.6470E+00  0.15466 -0.47929  0.86392
  5.6453E+02  0.81100 -0.18353  0.55551
  3.5628E+02 -0.64844  0.74137  0.17291
  2.1815E+02 -0.34235  0.92772  0.14878
  2.5750E+00 -0.57662 -0.80947 -0.11078
  9.9174E+01 -0.16492  0.74792  0.64297
  2.9487E+01 -0.05313 -0.81549 -0.57633
  1.1352E+00 -0.61197 -0.34316 -0.71256
  7.4839E+02 -0.93331  0.24421 -0.26326
  1.1461E+01  0.50229 -0.41860 -0.75663
  8.0933E+01 -0.38694  0.78337  0.48643
  4.6207E+01  0.19167  0.17890  0.96502
  7.3663E+02  0.08106  0.64450  0.76030
  1.3877E+00 -0.09719  0.95092  0.29378
  1.4771E+02  0.49929  0.29504  0.81466
  4.4732E+01  0.75433  0.29806  0.58493
  1.3861E+01  0.68666  0.51468  0.51342
  1.0471E+01  0.94417 -0.07835  0.32000
  3.8765E+01  0.37492 -0.92706 -0.00127
  1.1246E+00  0.95566 -0.28467  0.07528
  9.9607E+01 -0.23514  0.58519 -0.77606
  1.3685E+02 -0.27453  0.79685  0.53820
  1.2978E+00 -0.68740 -0.71462 -0.12961
  8.2306E+02 -0.39705  0.52737  0.75115
  1.1289E+00  0.64628  0.71908  0.25543
  7.1312E+01  0.71588  0.39087  0.57857
  5.8309E+00  0.73843  0.54577 -0.39605
  4.5603E+01 -0.17825 -0.31439  0.93241
  3.0600E+00 -0.06362  0.75810 -0.64903
  2.4242E+00 -0.95891 -0.27732  0.05993
  7.4181E+01 -0.72489 -0.68459  0.07664
  1.7864E+02 -0.69576 -0.31562  0.64521
  7.1908E+01  0.67066 -0.46035  0.58162
  1.0123E+01 -0.88750 -0.32332  0.32834
  1.5841E+01  0.52573 -0.80636 -0.27091
  7.1505E+00 -0.10077  0.98410  0.14627
  1.3115E+00  0.72590  0.57193 -0.38204
  9.7693E+00  0.65298 -0.27347  0.70627
  9.4604E+00  0.31365 -0.61858  0.72040
  1.2673E+01  0.10359  0.84875  0.51855
  1.1942E+00  0.62383 -0.68717 -0.37234
  1.1567E+01 -0.88727 -0.42542 -0.17827
  1.0960E+00 -0.53532 -0.20763 -0.81873
  2.7330E+00 -0.82969  0.48877 -0.26967
  1.0759E+00  0.06664 -0.13094 -0.98915
  1.4655E+00 -0.92441  0.05626  0.37723
  1.0851E+01 -0.17973  0.83276  0.52365
  2.2756E+02  0.96348  0.26654  0.02555
  1.2213E+00 -0.84392 -0.49287  0.21184
  1.6022E+01 -0.31810 -0.92417  0.21148
  2.5833E+02 -0.34346 -0.23795  0.90853
  3.9396E+02  0.48854 -0.37373  0.78845
  2.3585E+02  0.49458 -0.65933  0.56629
  5.2010E+01 -0.80268 -0.59108 -0.07957
  2.0695E+00 -0.66203 -0.17472  0.72883
  1.5180E+00 -0.87895  0.40742  0.24789
  1.7826E+02  0.11604 -0.44763  0.88666
  1.0409E+02  0.80187  0.41239  0.43237
  2.9358E+01  0.32677  0.17659  0.92846
  1.3355E+02 -0.99292 -0.03033  0.11485
  1.5308E+02  0.87508 -0.31534  0.36715
  1.5676E+02  0.06131  0.85160  0.52059
  8.7648E+00  0.19003  0.04238  0.98086
  4.1875E+02  0.27198  0.01533  0.96218
  1.0665E+02 -0.21611 -0.85949  0.46322
  1.5614E+02  0.98603 -0.07050  0.15088
  1.1917E+00 -0.99281 -0.05321 -0.10724
  2.2280E+01 -0.24237  0.95425  0.17514
  3.1590E+01  0.22179 -0.97410  0.04398
  1.1820E+02  0.19870  0.93309  0.29978
  3.8853E+01 -0.24102 -0.94328  0.22833
  1.7239E+02  0.70185  0.48190  0.52457
  2.6553E+00  0.74080 -0.03488  0.67082
  2.7156E+00 -0.35232  0.91623  0.19078
  7.1742E+00  0.65403  0.08574  0.75159
  1.5718E+02 -0.79965 -0.20284  0.56516
  3.5006E+01 -0.66626  0.57449  0.47545
  1.0109E+00 -0.16541  0.63242  0.75676
  1.9901E+02  0.27676  0.29350  0.91502
  3.1467E+00  0.54732  0.81623 -0.18497
  1.1069E+02  0.91735 -0.37053  0.14555
  2.4565E+00  0.45779  0.11134 -0.88206
  1.4256E+00  0.24577 -0.96154  0.12262
  7.3552E+02 -0.15182 -0.36522  0.91846
  8.9463E+02 -0.33078  0.27309  0.90333
  1.6241E+00 -0.63567 -0.03801 -0.77102
  1.1157E+02  0.31815 -0.71885  0.61808
  2.3144E+00 -0.26354 -0.81005  0.52380
  2.8663E+02 -0.04094 -0.19784  0.97938
  1.5096E+00 -0.55752  0.41027 -0.72170
  8.0682E+01  0.96205  0.25335 -0.10132
  1.2798E+01 -0.55267 -0.13766 -0.82195
  2.7681E+01  0.61439  0.01679  0.78883
  1.8294E+02 -0.76888 -0.49637  0.40304
  1.1070E+00 -0.95615  0.21483 -0.19907
  2.2169E+00 -0.07228  0.01625  0.99725
  1.1494E+02 -0.93389 -0.32681  0.14505
  2.9748E+01  0.03832 -0.97801  0.20500
  1.3210E+01 -0.20779  0.53612  0.81817
  4.4699E+00  0.45841  0.50404 -0.73199
  1.0571E+00  0.17251 -0.93585  0.30728
  1.1794E+00  0.22577 -0.19887  0.95366
  2.1816E+01  0.72947 -0.64748  0.22056
  6.5947E+00 -0.95532 -0.03296  0.29373
  3.2751E+00  0.89949  0.14014  0.41385
  1.4474E+02  0.42100 -0.65418  0.62834
  1.1687E+01 -0.51002  0.80074  0.31415
  3.5335E+00  0.67166 -0.00513  0.74084
  6.6250E+01 -0.45008 -0.83916  0.30537
  2.8255E+01 -0.69296  0.34755 -0.63168
  5.0165E+00 -0.96329 -0.21113 -0.16585
  6.5202E+01  0.28834  0.92677 -0.24072
  3.2569E+00 -0.23299  0.95130  0.20183
  7.9666E+01  0.98679  0.12476 -0.10329
  1.6930E+00 -0.93045  0.34542 -0.12224
  1.0845E+00 -0.73940 -0.66961 -0.07008
  9.3624E+01 -0.30650 -0.95172 -0.01707
  2.7445E+01 -0.80385  0.22419 -0.55096
  2.1729E+00 -0.19102 -0.96566  0.17610
  8.1475E+01 -0.87653  0.45816  0.14759
  3.8732E+00 -0.51632 -0.85536 -0.04203
  2.1263E+02 -0.01507 -0.17053  0.98524
  4.6757E+00  0.43761 -0.62504  0.64639
  3.2341E+00 -0.95672 -0.07550 -0.28106
  1.0113E+00 -0.95808  0.23914 -0.15778
  4.2951E+01  0.43820  0.40156  0.80419
  1.6698E+01 -0.50576 -0.70022  0.50388
  2.3278E+02  0.52437 -0.37157  0.76614
  1.4338E+00 -0.10741 -0.22926  0.96742
  2.1087E+00  0.20737 -0.87889  0.42959
  1.8983E+02  0.43158  0.01104  0.90201
  3.5662E+01 -0.45643  0.08180 -0.88599
  5.2726E+00 -0.43907  0.12341 -0.88993
  1.3273E+01  0.12810 -0.80657  0.57709
  2.5303E+02  0.47148  0.34199  0.81286
  3.0204E+00  0.03330 -0.34799 -0.93690
  1.1073E+02  0.90393 -0.04954  0.42480
  6.5860E+01 -0.62278  0.78223  0.01620
  5.5748E+01  0.42643 -0.87310 -0.23636
  1.2634E+02  0.59492 -0.02294  0.80346
  1.1940E+01 -0.74241  0.58813  0.32084
  4.8430E+02  0.68699 -0.61733  0.38333
  1.0713E+00  0.81950 -0.56362 -0.10365
  4.4666E+01  0.56813  0.53731  0.62331
  5.2726E+01 -0.87295 -0.48772 -0.00979
  3.3446E+01  0.18959  0.61344  0.76664
  3.0172E+01 -0.21027 -0.01425  0.97754
  1.5490E+02 -0.69572 -0.71674  0.04754
  1.7058E+00 -0.87987  0.47468  0.02263
  5.8045E+00 -0.35066 -0.91978  0.17618
  1.7163E+02 -0.94888  0.29258  0.11843
  2.0043E+01  0.08668  0.94816 -0.30574
  1.7513E+02  0.02038 -0.74683 -0.66470
  1.4535E+02  0.69883  0.36933  0.61257
  3.7909E+01  0.94508  0.20751  0.25253
  9.3969E+01  0.21849 -0.91188  0.34747
  3.8460E+00 -0.16473 -0.79351  0.58584
  6.1718E+02  0.21882 -0.83407 -0.50640
  4.7698E+00  0.76454  0.63530 -0.10900
  3.7116E+02  0.35087  0.21745  0.91082
  2.3332E+02  0.22844  0.51843  0.82405
  2.8671E+02 -0.81267  0.11507  0.57125
  4.6045E+01  0.36068  0.49978  0.78748
  3.0000E+00 -0.16752  0.52522  0.83431
  2.4303E+01 -0.19348 -0.97938 -0.05822
  8.2698E+00  0.00136 -0.18934 -0.98191
  2.4115E+01 -0.32127 -0.60692 -0.72694
  3.3167E+02 -0.26963 -0.53984  0.79741
  9.5656E+01  0.67683 -0.40211  0.61661
  1.0696E+02 -0.75885  0.01269  0.65114
  3.8924E+01  0.85754 -0.51044  0.06378
  6.2499E+00  0.06495  0.65963  0.74878
  4.7103E+00  0.84494 -0.53457  0.01778
  9.3091E+01  0.74459 -0.52793  0.40850
  2.3662E+02  0.30309 -0.85686  0.41705
  1.4930E+00 -0.35026  0.34885  0.86927
  2.7665E+00  0.67244 -0.04460 -0.73881
  5.5682E+00  0.26757  0.88891 -0.37181
  1.2833E+00 -0.50335  0.84097 -0.19852
  2.0009E+01  0.87309  0.16296 -0.45952
  3.3475E+02  0.55446  0.29466  0.77830
  1.1051E+02  0.64668  0.03481  0.76197
  7.1868E+00  0.62344 -0.20974 -0.75321
  4.2378E+00  0.95696 -0.09059  0.27572
  7.0382E+01 -0.75962 -0.54562  0.35394
  3.4579E+01  0.86927 -0.07124  0.48918
  6.6690E+00 -0.63780  0.74042  0.21213
  6.4698E+02  0.92209  0.04896  0.38386
  3.7138E+00  0.56567  0.82446 -0.01674
  3.9779E+01 -0.24412  0.61467  0.75006
  2.9925E+02 -0.63500 -0.27616  0.72146
  2.9421E+01 -0.07639 -0.54558  0.83457
  2.5386E+01  0.33010 -0.46044  0.82403
  6.4432E+00 -0.54184  0.83901 -0.04982
  2.4007E+00  0.16234  0.08177  0.98334
  2.0080E+00  0.79233  0.49233 -0.36031
  3.3377E+00 -0.40649 -0.86716  0.28776
  2.5936E+00  0.85983  0.50407 -0.08131
  1.0965E+01 -0.90303 -0.39735  0.16326
  3.2774E+02  0.44045  0.70348  0.55778
  2.5954E+00 -0.76643 -0.34344  0.54281
  1.1694E+02 -0.81622  0.19350  0.54438
  6.2775E+02 -0.36804 -0.58309  0.72426
  7.6695E+01  0.55132 -0.46530  0.69249
  1.6339E+00 -0.34387  0.05641  0.93732
  5.6092E+01  0.24393 -0.21849  0.94486
  1.9162E+02  0.16983 -0.98126  0.09100
  8.0506E+00  0.33882  0.70500  0.62303
  2.4323E+02  0.22250 -0.22962  0.94751
  2.9477E+02 -0.46933 -0.86792  0.16258
  1.7335E+01  0.26030 -0.60533  0.75221
  2.6085E+02  0.08318 -0.92976  0.35864
  6.1621E+00  0.93665 -0.29369 -0.19089
  1.8727E+00 -0.73105 -0.50406 -0.45989
  3.2027E+00 -0.27078 -0.44473  0.85375
  1.5054E+02 -0.65246  0.70813  0.26990
  1.2023E+02 -0.69317 -0.67240  0.25961
  3.0990E+00 -0.99713  0.01205  0.07476
  2.2909E+00 -0.21590  0.97544  0.04365
  1.7476E+02 -0.55647 -0.43108  0.71029
  3.9097E+01  0.13949 -0.95300  0.26896
  9.8081E+01 -0.24298 -0.39207  0.88727
  8.5928E+00  0.74576 -0.31889  0.58493
  8.4655E+01 -0.45992 -0.12984  0.87842
  7.6385E+02  0.01364  0.85679  0.51549
  7.7789E+01 -0.57543  0.61178  0.54278
  3.7659E+02  0.05457  0.14397  0.98808
  1.5934E+00  0.45429 -0.36736  0.81158
  2.9286E+01 -0.70161  0.70220 -0.12106
  1.8289E+00  0.40185 -0.79251 -0.45873
  1.2904E+02 -0.04742  0.55849  0.82815
  1.8422E+00  0.40454 -0.77088 -0.49203
  8.4186E+01  0.04096  0.72905  0.68324
  9.0512E+00 -0.71745  0.63700 -0.28193
  4.5558E+00 -0.55025 -0.83377  0.04529
  3.7737E+00 -0.00775 -0.99527 -0.09683
  1.6727E+01  0.34266  0.37425  0.86170
  1.1367E+01 -0.98447 -0.17542  0.00716
  1.6697E+01 -0.57341 -0.79795 -0.18567
  1.2880E+02 -0.05658 -0.95025  0.30630
  9.0054E+01 -0.46930 -0.79330  0.38786
  7.1548E+00  0.95067 -0.12221 -0.28511
  7.4648E+00 -0.74275  0.29120  0.60293
  1.9991E+00 -0.93369  0.35069  0.07236
  1.1607E+00  0.86731  0.34542  0.35840
  1.7264E+00  0.44060  0.23489  0.86643
  1.2385E+00 -0.51956 -0.27858 -0.80774
  2.7445E+01 -0.52169 -0.52236  0.67452
  1.4547E+02  0.56279 -0.53352  0.63137
  3.4171E+00 -0.31457 -0.54317 -0.77847
  9.5138E+02  0.28762 -0.58225  0.76044
  3.4399E+02 -0.08872 -0.31421  0.94520
  4.9441E+01 -0.38499 -0.91316 -0.13385
  5.7245E+00 -0.29107  0.92442  0.24642
  4.7184E+02  0.66967 -0.64861 -0.36172
  6.2543E+02 -0.35495  0.25521  0.89938
  4.4027E+00  0.02197 -0.22637  0.97379
  2.2334E+01  0.75135 -0.61530 -0.23850
  1.1745E+02  0.46940  0.76565  0.43981
  4.9912E+02 -0.04704  0.83243  0.55213
  3.9272E+00  0.03786 -0.70802 -0.70518
  1.1099E+02 -0.53706  0.49476  0.68321
  9.7850E+01  0.50510  0.37090  0.77930
  3.2572E+01 -0.88702  0.17631 -0.42674
  1.6325E+01  0.58427  0.51433  0.62777
  1.5293E+00  0.64217 -0.58065  0.50047
  1.5780E+00  0.30022 -0.95239 -0.05313
  1.6146E+00 -0.79652 -0.36096 -0.48504
  1.2734E+02  0.24611  0.62288  0.74259
  1.4466E+00  0.51601  0.11526 -0.84879
  1.2418E+02 -0.31279 -0.09810  0.94474
  1.6492E+02 -0.06274 -0.94508  0.32077
  2.0424E+02  0.70365  0.65143  0.28374
  3.4116E+00  0.34704  0.87980  0.32484
  1.3673E+00 -0.82349 -0.56674  0.02574
  5.9262E+00  0.42365 -0.50332 -0.75312
  2.7858E+01  0.59794 -0.59167  0.54073
  4.0581E+01  0.97826  0.14652 -0.14674
  4.3570E+00 -0.00867  0.98692 -0.16100
  6.7999E+01  0.66541  0.73584 -0.12559
  1.1348E+02  0.24927  0.23089  0.94051
  8.9241E+00  0.77042 -0.60372  0.20489
  2.5049E+01  0.35226  0.78174 -0.51458
  7.4099E+00 -0.65812  0.53069 -0.53409
  6.7974E+00  0.59955 -0.77760  0.18940
  2.7726E+02 -0.74882  0.34839  0.56382
  4.7978E+00  0.96484  0.25839  0.04823
  4.8331E+01 -0.03079 -0.36168  0.93179
  3.5705E+01 -0.73678  0.43824  0.51488
  2.5266E+02  0.26058  0.80797  0.52847
  3.3124E+00 -0.06775  0.66577  0.74307
  1.7702E+00 -0.08403 -0.29416  0.95206
  6.8860E+02  0.66689  0.49151  0.56007
  1.5248E+02  0.47575  0.35106  0.80648
  6.1241E+01 -0.52950  0.70484  0.47205
  1.5625E+00 -0.66824 -0.65848 -0.34621
  4.2379E+02  0.61244 -0.52155  0.59405
  1.1053E+02 -0.52208  0.63114  0.57367
  9.6089E+01  0.42052 -0.89928  0.12028
  1.3408E+00 -0.22854 -0.31426  0.92142
  1.1486E+02  0.85696 -0.38380  0.34398
  2.3538E+02  0.01097  0.76492  0.64403
  2.0839E+02  0.14555 -0.14304  0.97896
  1.1429E+01 -0.83423  0.04194  0.54982
  3.4684E+00  0.16467  0.08852  0.98237
  1.7566E+00  0.09180 -0.58506  0.80578
  8.2081E+01  0.20134  0.78763  0.58232
  2.8751E+00  0.87959  0.44946  0.15592
  5.1391E+00  0.48765  0.50644  0.71114
  7.9777E+00 -0.73534 -0.47647  0.48192
  2.1896E+00  0.43562 -0.73397 -0.52108
  1.3930E+01  0.71303  0.51150  0.47953
  1.5387E+00  0.13610 -0.66270 -0.73641
  3.8596E+00 -0.53046  0.83639 -0.13805
  2.9960E+01  0.47323  0.88022  0.03548
  1.3446E+00  0.29542  0.70102  0.64908
  3.2531E+00  0.66833 -0.25583  0.69849
  6.9558E+01 -0.24890  0.92789  0.27762
  5.0764E+01 -0.21661  0.35230  0.91047
  2.2572E+02 -0.58794  0.80443 -0.08500
  9.3708E+01 -0.46593  0.88229 -0.06683
  4.9693E+01 -0.98689 -0.16082  0.01370
  1.0976E+01 -0.98892  0.06847  0.13174
  1.1756E+02 -0.32703  0.26287  0.90772
  1.1953E+02  0.95660  0.09862  0.27422
  2.7836E+01 -0.02811 -0.97770  0.20810
  2.0046E+01  0.47174 -0.37744  0.79687
  9.8411E+02 -0.85220  0.08945  0.51551
  3.7808E+00  0.17462  0.95828  0.22631
  7.6910E+02 -0.46455 -0.73175  0.49874
  2.6727E+00 -0.57265  0.68404 -0.45185
  1.2298E+01  0.51494  0.74171 -0.42977
  4.2636E+00  0.98357  0.17953  0.01919
  1.5572E+00  0.22376 -0.52352  0.82211
  1.4894E+02 -0.51654  0.81572  0.26037
  1.0794E+02  0.09201  0.27486  0.95707
  1.4951E+00  0.89460  0.12450  0.42917
  3.6741E+01 -0.17472 -0.97129 -0.16148
  1.0975E+02 -0.73914  0.01627  0.67336
  2.5139E+00  0.11685 -0.61036  0.78346
  6.2834E+00  0.80244 -0.59590  0.03138
  8.4459E+01 -0.27691 -0.68650  0.67234
  1.3822E+01 -0.95481  0.29389 -0.04427
  1.0894E+02 -0.40591 -0.23730  0.88257
  1.4155E+00 -0.08913 -0.88568  0.45566
  2.4923E+00  0.90450 -0.42588 -0.02228
  1.1518E+01  0.50718 -0.18713  0.84128
  1.1612E+01 -0.46549  0.75321  0.46475
  1.0710E+00  0.67019  0.42375 -0.60934
  2.0652E+02 -0.44162  0.45428  0.77370
  6.1602E+00 -0.68337 -0.26657  0.67967
  3.6898E+00 -0.50056 -0.85032 -0.16244
  4.1270E+01 -0.93115 -0.26047  0.25518
  2.4367E+00  0.07930  0.39658 -0.91457
  1.1338E+00 -0.33900 -0.93028 -0.14024
  1.4775E+02 -0.24191 -0.24905  0.93779
  7.3493E+01 -0.10563 -0.93749 -0.33159
  1.2968E+01  0.49519  0.67403  0.54815
  6.4051E+01 -0.75912 -0.26764  0.59339
  1.8218E+00  0.60573  0.77158 -0.19431
  1.5687E+01 -0.45964 -0.56170  0.68791
  1.0425E+02 -0.19022 -0.87514  0.44492
  2.0257E+01 -0.10263  0.88786  0.44852
  4.8712E+02  0.13572 -0.07871  0.98762
  8.9605E+02 -0.45251 -0.12348  0.88317
  1.2412E+02  0.84408 -0.44624  0.29731
  3.1433E+00 -0.23526  0.97193 -0.00158
  1.2061E+02 -0.60510  0.40396  0.68606
  3.4098E+02 -0.49159 -0.85236  0.17839
  2.2366E+00  0.57260  0.76927 -0.28346
  6.0192E+00 -0.63425  0.67828  0.37103
  1.1866E+00  0.65060 -0.41301  0.63729
  9.6887E+01  0.45054 -0.85427 -0.25929
  7.8365E+00 -0.57862 -0.66287  0.47518
  9.1314E+01  0.11999 -0.27877  0.95283
  1.0692E+02  0.58830 -0.77946  0.21528
  5.6994E+01 -0.85829 -0.44032  0.26353
  1.1013E+02  0.96745 -0.21297  0.13667
  7.2038E+01 -0.06793  0.51114  0.85681
  1.1134E+02 -0.97776 -0.19701  0.07196
  2.0530E+02 -0.50629  0.51534  0.69145
  2.8465E+00  0.11409 -0.48883  0.86488
  1.2032E+01 -0.74431  0.66381  0.07322
  1.6339E+00 -0.51150  0.67089 -0.53691
  1.2119E+02 -0.29640  0.78622  0.54223
  4.4288E+00  0.00040  0.32716  0.94497
  1.9286E+00 -0.32415 -0.67445 -0.66336
  1.8494E+01 -0.31685  0.09640  0.94356
  2.5924E+00  0.09571 -0.57371 -0.81345
  1.5759E+02 -0.84194  0.52179  0.13736
  1.3707E+00  0.04736 -0.44738  0.89309
  5.6501E+02  0.59629 -0.06894  0.79980
  1.5624E+02  0.18137  0.62464  0.75956
  6.9273E+01 -0.85541  0.47819 -0.19903
  9.0679E+01 -0.95934 -0.01771  0.28169
  3.2816E+02 -0.00459  0.54196  0.84039
  2.8037E+01  0.73721  0.64579  0.19867
  8.4683E+01  0.35884  0.06351  0.93124
  1.0149E+00  0.83695  0.13624  0.53006
  1.7067E+01  0.47749  0.40125  0.78166
  3.3695E+02  0.52551 -0.79489  0.30331
  3.6119E+00  0.38056  0.69629  0.60856
  1.2096E+00  0.90269 -0.39966  0.15943
  2.7324E+02  0.23654 -0.58946 -0.77239
  1.8250E+01 -0.02082 -0.88159 -0.47155
  1.5949E+00 -0.25691 -0.25737  0.93153
  4.8690E+01 -0.04274  0.97762  0.20601
  2.1537E+00 -0.14804  0.57759 -0.80279
  1.1720E+01 -0.80402  0.42794  0.41281
  1.3726E+02  0.58991 -0.79638  0.13337
  2.3287E+00  0.43480  0.70626 -0.55870
  1.9202E+02 -0.34530 -0.84795  0.40218
  3.5915E+02  0.30224 -0.75786  0.57819
  1.3001E+00  0.64654 -0.41193 -0.64211
  1.6502E+00  0.79029 -0.59246  0.15632
  8.9870E+00 -0.32548  0.94522 -0.02486
  1.3818E+00 -0.42094 -0.90695  0.01590
  1.0197E+00 -0.17181 -0.93593  0.30742
  1.2880E+00 -0.74837 -0.26145 -0.60958
  1.1439E+02  0.63092 -0.74199  0.22668
  2.4057E+02 -0.31477 -0.08641  0.94523
  2.3531E+01 -0.44139 -0.08678  0.89311
  7.8148E+01 -0.64595 -0.75976 -0.07424
  1.0294E+01  0.91563  0.15130  0.37246
  1.8064E+00 -0.80288 -0.25307 -0.53976
  4.1716E+02  0.79618 -0.46219  0.39047
  2.0507E+02  0.61476 -0.06779  0.78579
  3.4243E+01 -0.47020 -0.32188  0.82177
  1.0766E+00  0.36200 -0.08886 -0.92793
  7.8110E+00  0.85135 -0.50657 -0.13634
  4.7087E+00 -0.00541  0.18419 -0.98288
  2.0450E+02  0.47289 -0.52862  0.70494
  3.9128E+01  0.38681 -0.90629  0.17033
  2.9897E+01 -0.96850  0.06715  0.23980
  2.6625E+01 -0.30793 -0.94308 -0.12559
  1.1130E+02 -0.64721 -0.16677  0.74385
  1.0022E+00 -0.58962  0.80698  0.03367
  5.1906E+01 -0.17887  0.84141 -0.50994
  5.2371E+02 -0.11952 -0.47383  0.87247
  1.0489E+02  0.50503 -0.83456  0.22012
  1.6564E+01 -0.65508 -0.53460  0.53393
  2.1969E+01  0.86080 -0.49743  0.10765
  1.8186E+02  0.24193 -0.85629 -0.45633
  2.5070E+01 -0.77521  0.44106  0.45224
  1.0354E+02 -0.15620 -0.35150  0.92307
  8.6412E+01  0.76222  0.64660  0.03049
  1.4919E+00  0.24105  0.94455  0.22296
  3.1860E+00  0.38049 -0.17286  0.90848
  1.5224E+02 -0.74251  0.50653  0.43830
  9.4132E+02  0.40638  0.30700  0.86059
  1.9499E+00  0.94722 -0.08194 -0.30992
  1.4159E+02  0.47186  0.20170  0.85829
  5.7226E+01 -0.99722 -0.06415  0.03803
  1.9972E+02 -0.87942 -0.41171 -0.23900
  9.4644E+00 -0.60885 -0.12422  0.78350
  5.4489E+01 -0.32372  0.52950  0.78411
  1.7018E+02  0.81702 -0.47509  0.32676
  2.0221E+00 -0.41485 -0.09249 -0.90518
  2.6934E+01  0.54532  0.10312  0.83186
  3.2266E+01  0.93576 -0.29080 -0.19945
  9.3853E+01 -0.70373  0.14109  0.69632
  1.2833E+00  0.62366  0.66519 -0.41058
  2.8194E+00  0.87553 -0.14666 -0.46037
  1.6094E+00  0.69232  0.70401  0.15832
  1.1419E+00  0.18325  0.01562  0.98294
  1.6231E+02  0.44338  0.85068 -0.28242
  1.1021E+00  0.89328  0.25765 -0.36834
